Frame_Number,Vehicle_ID,Vehicle_Bbox,License_Plate_Bbox,License_Plate_Bbox_Score,License_Number,License_Number_Score
189,8.0,[479.06609630380876 664.3238383117358 766.6040529704055 915.2509217056123],[569.05517578125 807.925048828125 669.562255859375 860.7099609375],0.35791414976119995,KH05ZZK,0.48995522041338857
190,1.0,[1045.7183458546954 739.7486363210216 1387.225901170056 1026.0250543918514],[1153.950927734375 911.8677978515625 1289.985595703125 973.610595703125],0.3711387515068054,AP05JEO,0.3731424970424969
190,8.0,[477.1509809132496 666.8024224309469 766.5050562809708 918.2758243166655],[568.3748779296875 806.492919921875 670.6454467773438 860.400390625],0.3556952178478241,KH05ZZK,0.32023952126699895
191,8.0,[475.6378305345619 670.1147232626522 766.4748799325704 922.6629644131253],[565.5316162109375 819.5731201171875 673.655029296875 871.3509521484375],0.4421854019165039,KH05ZZK,0.16734850239002808
191,1.0,[1043.5631868296175 743.7922104503821 1385.5879032973432 1030.9414868656006],[1151.752685546875 915.4528198242188 1291.44091796875 975.785888671875],0.41484954953193665,AP05JEO,0.4907421892239352
192,8.0,[472.3509118273874 672.8009641718022 764.851204016476 925.6309883891554],[571.620849609375 823.468017578125 669.2720947265625 874.3848876953125],0.5107786655426025,RH05ZZK,0.14187894919528046
192,1.0,[1043.6810060927035 748.1197750263408 1386.9186729705746 1035.7418309172199],[1173.402587890625 922.3163452148438 1290.027099609375 976.1588745117188],0.4859463572502136,AP05JEO,0.6058102013850563
193,1.0,[1045.1184283870984 751.0016483762654 1387.8607706286061 1039.4008322531206],[1158.196044921875 923.0901489257812 1296.5264892578125 979.7250366210938],0.45103001594543457,AP05JEQ,0.4503986627459617
195,1.0,[1046.8034638568442 756.0297624602853 1392.5409268147296 1046.1709213803556],[1162.8336181640625 927.7637329101562 1302.237060546875 986.2498168945312],0.42988961935043335,AP05JEO,0.8587093427530903
196,8.0,[467.93085792225406 681.8426084269486 762.5774882235833 936.1554646341428],[563.9864501953125 827.48876953125 661.7933349609375 879.85107421875],0.4731232523918152,KH05ZZN,0.16554430784168725
196,1.0,[1046.6175872825177 758.6149271808166 1392.3977370359964 1048.9743955817826],[1161.7579345703125 932.484619140625 1304.9580078125 992.4403076171875],0.2994917929172516,AP05JEQ,0.2746595553473089
197,1.0,[1047.2832958935774 761.4153449714662 1395.4392984874476 1053.0118342469154],[1166.8623046875 941.495361328125 1302.92431640625 1000.8431396484375],0.37742143869400024,AP05JED,0.30601536273104885
198,1.0,[1048.3671364116076 765.0026569807075 1400.944545626482 1058.0644901939593],[1167.005615234375 943.7144775390625 1305.8828125 1005.0606689453125],0.5147761106491089,AP05JEQ,0.5161209370521832
198,8.0,[466.38324060802233 687.7807259048898 763.2492255568327 945.3434278872544],[557.4790649414062 836.7598876953125 659.0751342773438 886.930419921875],0.433391809463501,RH05ZZK,0.5288759015915475
199,1.0,[1050.045278412182 767.7704682475719 1405.3896812633236 1061.4225789125273],[1165.46484375 945.831298828125 1308.2508544921875 1007.42431640625],0.542620062828064,AP05JEQ,0.5895922656713312
199,8.0,[465.36108665861565 688.9818496158312 763.416627046955 947.9578275867825],[556.9447631835938 842.0927124023438 658.9722290039062 894.5191040039062],0.48981940746307373,RH05ZZK,0.7641415001678212
200,8.0,[463.55784579827304 691.837059988328 762.5235297263587 951.3891570418917],[557.6380615234375 843.6692504882812 659.4970703125 900.1298217773438],0.535206139087677,KI05ZIN,0.028925734569542023
201,8.0,[461.23997105237765 696.3028054130555 761.6357194508486 956.8088775527381],[553.76025390625 845.4010620117188 656.533935546875 902.6797485351562],0.3815610110759735,KR05ZZK,0.8013464194314354
201,1.0,[1050.3125049715973 773.7296065692653 1409.3796386452905 1068.8162141099085],[1175.3170166015625 949.6283569335938 1310.7366943359375 1011.3455200195312],0.33306849002838135,AP05JEO,0.624141154220033
202,1.0,[1051.6268348662247 776.0517615529462 1411.843292110881 1071.0900665055246],[1171.5355224609375 959.3644409179688 1316.565673828125 1020.2301635742188],0.3600662648677826,KP05JEO,0.34942636548071837
202,8.0,[458.8156164168529 698.8556441625145 760.3172418065815 959.7644555198937],[555.468017578125 847.5430297851562 656.7440185546875 902.8452758789062],0.3538864254951477,KH05ZZK,0.40622098120067246
203,1.0,[1051.7279814089648 779.6121445730262 1415.145231795092 1073.5228902231486],[1178.5396728515625 965.5687866210938 1314.740478515625 1023.9241333007812],0.46363991498947144,AP05JEQ,0.26487962010415034
204,1.0,[1051.5496897412959 782.4644696747712 1417.5883020402275 1075.368893472417],[1175.0009765625 968.5638427734375 1312.2418212890625 1026.2281494140625],0.4925999045372009,AP05JED,0.28364330610360744
204,8.0,[454.5849739191507 705.166686147212 758.897629615498 967.4356177389013],[546.2400512695312 853.8680419921875 650.6268310546875 906.9173583984375],0.3821970820426941,KH05ZZX,0.2047908126753182
205,1.0,[1053.8231345040706 785.2351868283843 1420.4741701166233 1076.791049534448],[1177.964599609375 969.8695678710938 1312.504638671875 1027.5047607421875],0.5311006307601929,AP05JEO,0.21259180088514829
206,1.0,[1052.1863795509144 789.195081498549 1421.0786129971862 1078.4355308478705],[1191.7752685546875 973.6993408203125 1311.397705078125 1029.4813232421875],0.5289966464042664,AP05JEO,0.32918702919174403
206,8.0,[445.60220609273006 709.0316617659192 756.4197515365413 972.542509663093],[544.5327758789062 863.2421264648438 650.1488037109375 914.9697875976562],0.3782152533531189,KH05ZZK,0.41013455931655457
207,1.0,[1051.911825562319 792.5499003220665 1424.130471347207 1078.855572051943],[1178.3853759765625 975.1917114257812 1318.77490234375 1034.694091796875],0.3981497585773468,AP05JEO,0.40201238943687595
208,1.0,[1050.7528319116743 795.4698011796673 1425.7990103345726 1078.7671661236795],[1173.2149658203125 980.1129150390625 1325.132080078125 1044.30078125],0.39266714453697205,AP05JEO,0.2893250403000991
209,8.0,[438.2902376529653 715.8952992049336 754.436499617078 983.4462644327406],[537.0294189453125 872.4398193359375 640.1166381835938 926.30029296875],0.33440136909484863,KW05ZZK,0.3157224612536073
209,1.0,[1054.8132476300864 797.5824109776948 1429.8949333572803 1077.7467621535102],[1174.814208984375 989.4632568359375 1307.7242431640625 1048.3812255859375],0.26247310638427734,AP05JEO,0.40277920264989436
210,1.0,[1054.5182034502277 800.5137241442704 1431.6444492755136 1077.0107192511618],[1186.3392333984375 992.2281494140625 1329.210205078125 1053.1016845703125],0.3335232436656952,AP05JEO,0.3546914449308058
210,8.0,[438.2301670022038 720.5634891684057 754.4039204483097 990.2523319580681],[535.938232421875 875.390625 635.1146240234375 927.3810424804688],0.32868292927742004,KH05ZZK,0.2837990960273999
211,8.0,[437.80754835414064 722.3628979237042 753.7848679917383 994.0172852791741],[534.216552734375 875.7161865234375 638.3023681640625 928.6869506835938],0.41721516847610474,KR05ZZK,0.1737363174566353
211,1.0,[1055.1730073211656 803.7345741779052 1433.1123378690554 1075.5669877862867],[1186.20751953125 991.6473999023438 1332.72021484375 1053.3848876953125],0.3746046721935272,AP05JEO,0.2584665851486656
213,1.0,[1056.218416006901 810.6774385731384 1434.3125717001694 1078.1941436543777],[1192.4837646484375 1006.710205078125 1336.90087890625 1069.220947265625],0.43452879786491394,AP05JEO,0.4004987851945179
214,8.0,[427.99176888674833 729.348364240647 750.6719848079103 1003.8847733845321],[527.8818969726562 892.4302368164062 633.0716552734375 947.4900512695312],0.41965919733047485,KR05ZZK,0.31000136343242446
214,1.0,[1056.9070858578914 813.9079561744771 1433.8411839640128 1078.9793138386003],[1188.5052490234375 1007.4237670898438 1331.9954833984375 1072.197021484375],0.25478166341781616,AP05JEO,0.38433234351767204
215,1.0,[1055.6317101669651 817.3979316465632 1431.9253120901635 1079.8820378062248],[1191.619140625 1012.5067749023438 1337.660400390625 1075.025146484375],0.2705177664756775,AP05JEO,0.654744658018075
216,1.0,[1056.0586363494622 821.5235977686024 1432.0581361159543 1079.9489667639184],[1191.739990234375 1017.8417358398438 1336.580810546875 1076.848876953125],0.40683218836784363,AP05JEO,0.4202112654979467
218,8.0,[417.61546616664634 744.1147881156079 744.0259024270514 1022.7671917953106],[519.0708618164062 903.2843627929688 626.5023193359375 959.3959350585938],0.27516746520996094,KH05ZZK,0.7069158164775126
219,8.0,[414.04313839149245 748.5903487915491 743.2475843945911 1026.8225101819285],[518.9052734375 910.542236328125 626.05126953125 964.781494140625],0.27640119194984436,KN05ZZK,0.13815213272533083
223,8.0,[409.6963255373238 760.72988392956 738.7507203306433 1041.0559738851978],[511.2589111328125 922.3097534179688 616.8282470703125 976.4049682617188],0.3194630742073059,KH05ZZK,0.09613226175381348
232,8.0,[385.21197225721073 788.1450513228492 724.6356780425632 1075.27692857152],[493.30352783203125 960.2783203125 607.8334350585938 1016.6015625],0.2786703109741211,KN05ZZK,0.2575818337149219
233,8.0,[384.07048723645073 791.3955979947439 722.8566603497533 1076.5890087671828],[490.04205322265625 962.7302856445312 605.6196899414062 1022.5779418945312],0.5178578495979309,KH05ZZK,0.18422873699601774
235,8.0,[375.17545868545767 796.909932036203 722.7277591964596 1076.8279961167677],[487.6694641113281 971.2445068359375 597.4666748046875 1025.3616943359375],0.4453333020210266,RH05ZZK,0.16546900658912056
237,8.0,[374.6556668908859 804.6882493349458 720.8686202596944 1078.5359298966744],[482.1101989746094 982.2099609375 597.9324951171875 1039.247314453125],0.25175952911376953,KH05ZZK,0.4292703507560608
238,8.0,[372.65810688550494 807.0280191987626 719.6334500595862 1078.1266156409588],[482.0472106933594 985.5814208984375 597.789306640625 1045.302734375],0.37151551246643066,KH05ZZK,0.18007301567050574
239,8.0,[371.09850848662444 809.0891020775724 721.0619826391426 1077.5839760907722],[483.45355224609375 990.3671264648438 593.3124389648438 1047.59521484375],0.40088918805122375,RN05ZZK,0.6605673040619304
240,8.0,[367.2117728264414 811.8477525440317 721.2610842917798 1077.2725613073792],[480.9449157714844 993.44384765625 591.4171142578125 1050.5057373046875],0.3128044307231903,KH05ZZK,0.08282900233020787
251,328.0,[1161.973879008558 559.5307188841956 1434.094832478108 783.9056781955118],[1267.60595703125 694.9608154296875 1334.24365234375 743.4599609375],0.290244460105896,EY61MBG,0.07827971861668682
257,328.0,[1161.622670344508 573.927030623629 1436.7093213010337 812.8214841069123],[1267.2578125 700.609130859375 1333.101806640625 755.6158447265625],0.27917197346687317,EY61NEC,0.12015728388630406
260,328.0,[1164.1319349913451 577.5801387283822 1439.6688755482564 817.830472009237],[1269.6826171875 703.884521484375 1337.185546875 761.5426025390625],0.26674947142601013,EY61MBC,0.21819563086007088
264,328.0,[1167.012325375941 584.0665969887207 1447.9744781944516 824.2902618393414],[1273.634033203125 714.281005859375 1345.23876953125 774.3551025390625],0.44275131821632385,EY61RBE,0.31206288267764093
267,328.0,[1166.6146454128534 591.9758180691813 1451.4261140326207 837.1237125021087],[1276.964599609375 720.4639892578125 1349.087646484375 779.4135131835938],0.49340665340423584,EY61NBG,0.8664230694839777
272,328.0,[1166.9423139889884 599.5306579667588 1454.7906264967748 856.6463361235278],[1279.6767578125 733.298828125 1356.25 785.880126953125],0.394202321767807,EY61NBG,0.150192601454759
273,14.0,[457.20224760479425 746.1685911915226 774.4513372107962 1035.9751792437805],[568.7073974609375 926.482666015625 660.2835083007812 980.6944580078125],0.4432346820831299,FJ14ZHY,0.21188096886185478
273,328.0,[1168.1189796748479 602.1403867533674 1458.0993684796283 860.6415602174726],[1275.65625 736.9666748046875 1353.1875 793.4576416015625],0.261828750371933,EY61NBG,0.2777918255759031
275,328.0,[1170.868795165234 604.6800505125836 1466.8571118754865 865.5830847242573],[1282.34619140625 732.4799194335938 1355.8994140625 799.3522338867188],0.43854930996894836,EY61MBG,0.35522245483126536
277,14.0,[447.5067020083118 760.8914802710905 771.1642965660408 1050.5723626922122],[566.2144775390625 942.6544189453125 656.197265625 997.7691650390625],0.4706557095050812,FJ14ZHY,0.33751091532126315
278,328.0,[1170.0942837198031 610.1082881349828 1464.0430221025263 870.942162044084],[1282.390380859375 745.2262573242188 1354.824951171875 802.8517456054688],0.38451504707336426,EY61NBG,0.09574852213053017
279,328.0,[1171.2838389951564 612.9523614716302 1467.0449737451574 872.9234954410667],[1285.99169921875 747.7864379882812 1353.1666259765625 803.3776245117188],0.27953270077705383,EY61NBC,0.3933257111497346
280,14.0,[439.31519595740934 770.3967063403359 766.5600144040525 1060.9040622020846],[558.9025268554688 947.5746459960938 650.6572265625 1004.4669799804688],0.452019602060318,FJ14ZHY,0.6184986450957164
280,328.0,[1171.7359043443303 615.1610305719483 1469.3633981709604 875.0979291100649],[1283.53662109375 748.2756958007812 1356.4605712890625 804.1356811523438],0.30763259530067444,EY61NUG,0.33872444689079834
281,14.0,[435.072056782823 773.6006179671831 765.0289622554826 1065.8849523250642],[551.126953125 959.7689208984375 648.944091796875 1009.2235107421875],0.5487309694290161,FJ14ZHY,0.3094010235273552
282,14.0,[431.4759369533966 776.7018510169235 764.2810092129458 1070.7373950289589],[541.986328125 968.0883178710938 651.7093505859375 1022.8196411132812],0.5608620047569275,FJ14ZHY,0.5042167245808629
283,14.0,[429.53206189583364 779.4378954785221 763.9667666678719 1074.0102975502034],[545.7530517578125 968.2062377929688 650.1944580078125 1021.60400390625],0.569245457649231,FJ14ZHY,0.43650281420586934
284,14.0,[427.3709201285235 781.716183541158 763.1688230782026 1076.3879194317494],[540.7479858398438 968.8070068359375 650.0473022460938 1026.680419921875],0.5800777077674866,FJ14ZHY,0.3000024117189715
284,328.0,[1172.6259309419277 621.1927225503237 1476.469177821749 884.8967889836697],[1288.3927001953125 763.9708251953125 1354.3472900390625 819.361572265625],0.3413448929786682,EY61MBC,0.8646268596923428
286,14.0,[423.7517658360674 786.1322734296996 761.9750182193446 1077.376433826188],[538.3368530273438 976.0338134765625 646.5899047851562 1029.024169921875],0.5562442541122437,FJ14ZHY,0.5317481511073019
286,328.0,[1173.513045319872 624.1453543965603 1482.2727106193786 891.1664305714049],[1290.1956787109375 771.655517578125 1362.203369140625 824.4495849609375],0.28271496295928955,EY61NHG,0.07871570565968482
287,328.0,[1172.9753148013042 625.756503496356 1482.946862002953 894.090979844072],[1290.24755859375 766.3807373046875 1365.7437744140625 825.1632080078125],0.3181256949901581,EY61NEG,0.1826993171021628
288,328.0,[1172.7284935307564 628.2162824366255 1482.2655392515728 897.2163069108663],[1287.075439453125 769.28759765625 1366.11474609375 827.625732421875],0.3525949716567993,EY61NEG,0.06205442126188506
290,328.0,[1173.3831080667312 632.925281437271 1483.8061111945492 904.2765601333288],[1286.6339111328125 771.135498046875 1372.7042236328125 829.043701171875],0.3425583243370056,EY61NEG,0.13100003845114794
292,14.0,[412.62326432696636 805.310422272096 756.4835608032024 1075.5281482478204],[531.041015625 1000.2134399414062 636.992919921875 1054.408935546875],0.5079756379127502,FJ14ZHY,0.3140670438963371
292,328.0,[1173.776029507335 637.127843599508 1485.4662158349015 909.056790098161],[1294.6328125 787.1394653320312 1370.561767578125 836.7793579101562],0.27897894382476807,EY61NBG,0.5031442407617069
294,14.0,[408.15050180673154 813.7831312495041 755.1830543908164 1079.3608438465467],[524.7901611328125 1014.6129150390625 633.5753173828125 1072.6802978515625],0.5421924591064453,FJ14ZHY,0.22709661499779596
295,14.0,[406.6379989623823 817.2705696901315 754.5057679139385 1080.976419277409],[521.9127197265625 1016.394287109375 635.422607421875 1073.9630126953125],0.5615602135658264,FJ14ZHY,0.6044727930648965
295,328.0,[1175.3984945427605 641.8562694110644 1488.7145119591705 917.3636856162011],[1296.58056640625 795.183349609375 1376.6824951171875 850.8111572265625],0.463706910610199,EY61NBG,0.41223655723715763
296,14.0,[405.0494761006249 820.3888426757161 753.8297891796069 1081.6387564259735],[519.4022216796875 1020.7242431640625 632.8211059570312 1077.9344482421875],0.5214590430259705,FJ14ZHY,0.32931620355235774
297,14.0,[403.22618495383244 824.6666189741569 753.3429327122703 1082.3971971388523],[515.8255615234375 1026.78759765625 627.5369873046875 1080.0],0.40630409121513367,FJ10ZHY,0.31059999962812507
299,328.0,[1179.1616852110278 653.507580622759 1493.944191086935 929.1537582136596],[1302.0384521484375 804.4683837890625 1381.05810546875 856.30078125],0.26599469780921936,EY61NBG,0.2636121302867644
303,328.0,[1181.400036020179 663.1023935422127 1497.4480909324384 944.1570592218807],[1304.6781005859375 821.681640625 1376.55810546875 872.1488037109375],0.3107924163341522,EY61MBL,0.2689115998765698
304,328.0,[1182.4991745293175 663.7605358601173 1498.740523985852 947.2466745271246],[1299.351806640625 826.9591064453125 1382.7818603515625 875.94189453125],0.2899605631828308,EY61NBG,0.7604070394475607
305,328.0,[1182.0017394056613 666.1081831478028 1498.3323103221392 951.9623251745769],[1304.333251953125 819.451904296875 1379.78662109375 875.0634155273438],0.29821935296058655,EY61NBE,0.33541683678309075
306,328.0,[1182.6476539809964 668.0581492761703 1499.4156645992634 956.5234115009171],[1304.10693359375 830.3864135742188 1391.6533203125 883.34326171875],0.30858710408210754,EY61NBG,0.4755278278547275
308,328.0,[1183.3522274947736 674.8671883941306 1500.969297872884 965.6092947278919],[1305.433349609375 835.5536499023438 1387.749267578125 891.3543090820312],0.3241949677467346,EY61NBG,0.1712704382891951
311,328.0,[1188.6712009424082 683.7261289308773 1513.498042929601 976.9342054473626],[1312.031005859375 845.6151123046875 1389.242919921875 898.8502807617188],0.36621204018592834,EY61NBG,0.28083049446631814
317,328.0,[1190.670555195913 700.6438143907124 1523.757900420514 999.3306796453257],[1312.0458984375 865.1658325195312 1404.244384765625 923.3025512695312],0.3277079164981842,EY51NBG,0.3815145774766659
320,328.0,[1192.4424044221435 710.9437276733704 1530.1247634861431 1010.7360288764444],[1313.36767578125 877.2718505859375 1409.43798828125 929.1615600585938],0.441119909286499,EY61NBG,0.7372178619466234
321,328.0,[1193.2326628348162 713.4059158293654 1532.3698436581478 1014.9663830346589],[1316.209228515625 881.7625122070312 1410.779541015625 930.0653686523438],0.39624449610710144,EY61NBG,0.43670295199587567
322,328.0,[1194.247326650434 714.707035944583 1535.007330388868 1017.8974755623016],[1316.433837890625 889.42236328125 1412.0086669921875 943.371826171875],0.4711989164352417,EY51NBG,0.40936393423201917
323,328.0,[1195.5623411540591 716.031335730817 1537.428147689638 1021.2159882504642],[1317.716552734375 890.1158447265625 1413.779541015625 948.382080078125],0.4144800901412964,EY61NBG,0.4925842173111413
324,328.0,[1195.9401407791488 718.6970405586244 1537.4086344362668 1025.237155535526],[1320.48095703125 892.3379516601562 1412.5966796875 947.939208984375],0.2958900034427643,EY61NBG,0.8982466736803607
325,328.0,[1195.5312841204532 721.4692350121959 1535.6146382857914 1028.9611052179084],[1325.72265625 889.9894409179688 1405.949462890625 948.3114624023438],0.3461359441280365,EY61NBC,0.310236808604174
328,328.0,[1197.2269170628338 733.1265623490494 1537.913773819489 1042.6193117655914],[1327.8056640625 902.5537719726562 1412.6837158203125 957.2836303710938],0.3330405354499817,EY61NBG,0.23897876242067465
331,328.0,[1201.7859098282474 742.6561964749964 1548.4016727120825 1054.1888785556644],[1328.95556640625 922.0634765625 1421.70458984375 973.970947265625],0.36145147681236267,EY61NBC,0.6936466917073683
337,328.0,[1204.7345667263046 761.8455238378151 1564.6859236707326 1073.5763709586247],[1333.3304443359375 944.5889282226562 1435.158935546875 999.2122192382812],0.42528024315834045,EV61NBG,0.2819082525894368
339,328.0,[1205.714701625015 764.713516363006 1565.0524474001686 1074.6387403459064],[1332.6602783203125 952.6248779296875 1442.04052734375 1001.7491455078125],0.28202593326568604,EY61NBG,0.6507662566756977
340,328.0,[1207.6643495217818 766.2277517510347 1568.7831497896095 1074.4216574793486],[1334.654052734375 960.99462890625 1439.49072265625 1010.90478515625],0.5060532689094543,EY61NBG,0.4230763213959608
343,328.0,[1212.4380278785443 777.5961511103917 1576.471719877457 1074.5149117159247],[1342.454833984375 966.347900390625 1446.137939453125 1024.5054931640625],0.42614585161209106,EY61NBG,0.48383564008516133
344,328.0,[1212.4830151607787 781.3224694913432 1578.4513068532685 1075.2250494999525],[1337.91259765625 967.755126953125 1443.615478515625 1026.212158203125],0.3855978846549988,EY61MBG,0.6709551905151622
346,328.0,[1215.175458356987 786.8593808793229 1585.2484571337557 1075.5373356319838],[1346.8701171875 981.685546875 1446.261962890625 1039.9368896484375],0.27308616042137146,EY61NBG,0.5748945324526769
348,328.0,[1215.813080156008 795.5985751963425 1585.3077807269935 1076.6949065531521],[1347.6566162109375 991.73583984375 1453.636962890625 1048.8431396484375],0.3703059256076813,EY61NBG,0.7246379915345728
349,328.0,[1217.5456144536788 799.728787803545 1589.9176156929325 1077.4782933677875],[1352.6396484375 979.01513671875 1449.1409912109375 1045.474365234375],0.4173015058040619,EY61NBC,0.35756643671279636
353,328.0,[1223.1603361358211 810.2506052811643 1604.8942048091126 1074.8344953571598],[1354.5927734375 1017.0738525390625 1454.710205078125 1071.020751953125],0.2944382131099701,EY61MBG,0.6826467373734546
383,374.0,[406.5438097433828 740.6529642873802 741.5448755529992 1037.939110127011],[519.1527099609375 923.5147705078125 615.374267578125 976.2923583984375],0.37801703810691833,AV08KVF,0.26128367806874175
